semester,loss,accuracy,precision,recall,f1_score,training_duration_seconds,model_path
1,1.1916,0.5644,0.5627,0.5537,0.5413,19.17,model_pts_smote_feature_selection/tuned_2/dnn_sem_1.keras
2,1.0288,0.6189,0.5998,0.6076,0.5895,31.62,model_pts_smote_feature_selection/tuned_2/dnn_sem_2.keras
3,1.0004,0.6319,0.6172,0.6278,0.6185,44.2,model_pts_smote_feature_selection/tuned_2/dnn_sem_3.keras
4,0.9592,0.6432,0.6449,0.6433,0.6351,55.0,model_pts_smote_feature_selection/tuned_2/dnn_sem_4.keras
5,0.8954,0.6744,0.6706,0.6774,0.6688,65.56,model_pts_smote_feature_selection/tuned_2/dnn_sem_5.keras
6,0.8794,0.6786,0.678,0.679,0.6741,74.93,model_pts_smote_feature_selection/tuned_2/dnn_sem_6.keras
7,0.8484,0.6872,0.6826,0.6845,0.6786,83.36,model_pts_smote_feature_selection/tuned_2/dnn_sem_7.keras
8,0.8525,0.6878,0.6898,0.6879,0.6817,89.81,model_pts_smote_feature_selection/tuned_2/dnn_sem_8.keras
9,0.8407,0.6946,0.6997,0.6969,0.6935,92.83,model_pts_smote_feature_selection/tuned_2/dnn_sem_9.keras
10,0.8564,0.6819,0.6928,0.6816,0.6834,96.03,model_pts_smote_feature_selection/tuned_2/dnn_sem_10.keras
11,0.8196,0.6971,0.6988,0.6977,0.6931,97.7,model_pts_smote_feature_selection/tuned_2/dnn_sem_11.keras
14,0.7979,0.7093,0.7067,0.7093,0.7036,99.93,model_pts_smote_feature_selection/tuned_2/dnn_sem_14.keras
13,0.8159,0.697,0.6936,0.6969,0.6929,99.33,model_pts_smote_feature_selection/tuned_2/dnn_sem_13.keras
12,0.7951,0.7088,0.7088,0.709,0.7046,100.36,model_pts_smote_feature_selection/tuned_2/dnn_sem_12.keras
